laptoporlonghand,studyornostudy,group,number,wordcount,threegrams,lectureorder,Respiration,RF1,RF2,RSD1,RSD2,RC1,RC2,RIS1,RIS2,RID1,RID2,Bats,BAF1,BAF2,BSD1,BSD2,BC1,BC2,BIS1,BIS2,BID1,BID2,Bread,BRF1,BRF2,BRSD1,BRSD2,BRC1,BRC2,BRIS1,BRIS2,BRID1,BRID2,Vaccines,VF1,VF2,VSD1,VSD2,VC1,VC2,VIS1,VIS2,VID1,VID2,batsknowledge,vaccineknowledge,cyclonesknowledge,breadknowledge,respirationknowledge,describeknowledge,year,GPA,major,SATreading,SATmath,SATwriting,SATtotal,laptopornotebook,lornrecoded,lornrecoded2,differclasses,differclassesrecoded,typing,howlongreview,howlongreviewrecoded,otherthoughts,gender,english,white,black,asian,latino,native,hawaiian,arab,other,otherspecify,RSD1no99,RSD2no99,VF2no99,VC1no99,allfacts,alldetails,allconcepts,allinferences,allapplications,filter_$,score,SATimputed,respirationfacts,respirationdetails,respirationconcepts,respirationinferences,respirationapplications,batsfacts,batsdetails,batsconcepts,batsinferences,batsapplications,breadfacts,breaddetails,breadconcepts,breadinferences,breadapplications,vaccinefacts,vaccinedetails,vaccineconcepts,vaccineinferences,vaccineapplications,allrespiration,allbats,allbread,allvaccines,factsdetailsZ,consinfsappsZ,meanfactsdetails,meanconsinfsapps,scorenoseductivedetails,percentagescore,knowledgeindex,wordcountcentered,threegramscentered,wcmeansplit,threegramsmeansplit,wcmediansplit,threegramsmediansplit,Ztyping,typinginteraction,lornbinary,sumtotalscores,sumtotalfactual,sumtotalconceptual,ZRF1,ZRF2,ZRSD1no99,ZRSD2no99,ZRC1,ZRC2,ZRIS1,ZRIS2,ZRID1,ZRID2,ZBAF1,ZBAF2,ZBSD1,ZBSD2,ZBC1,ZBC2,ZBIS1,ZBIS2,ZBID1,ZBID2,ZBRF1,ZBRF2,ZBRSD1,ZBRSD2,ZBRC1,ZBRC2,ZBRIS1,ZBRIS2,ZBRID1,ZBRID2,ZVF1,ZVF2no99,ZVSD1,ZVSD2,ZVC1no99,ZVC2,ZVIS1,ZVIS2,ZVID1,ZVID2,meanfactualZ,meanconceptualZ,meantotalZ,rawtotal,rawconceptual,rawfactual,Zrawtotal,Zrawconceptual,Zrawfactual,factsindexsum,conceptsindexsum,totalindexsum,Zfactsindexsum,Zconceptsindexsum,Ztotalindexsum
1,0,3,514,514,.013671875,1,1,1,0,0,0,.66666666666666,0,.5,0,1,1,1,0,.166666666666,0,.5,0,0,0,0,.25,.5,1,0,0,0,0,0,.5,0,0,0,0,1,0,0,0,0,0,0,0,.5,0,0,3,4,3,2,4,Human respiration and part of vaccines were taught in high school.,3,3.5,Business Economics,560,800,680,2040,In a notebook. It is easier because I write fast.,2,2,Sometimes. But mostly I will take in a notebook. But is the professor talks too fast I will use laptop., ,5,Over 10 hours., ,Laptop is annoying because the nose of typing.,2,2, , ,1, , , , , , ,0,0,0,0,.1875,.125,.375,.25,.625,1,12.5,2040,.5,0,1,.5,1.5,.25,.5,0,0,1,0,0,.5,0,0,0,0,0,.5,0,.7,.35,.1,.1,-.525116504053511,-.651983786313677,.15625,.416666666666667,.359375,.176056338028169,3.25,44,-.065328125,1,0,1,0,-.0146076605839713,-.0146076605839713,2,12.5,2.5,10,2.29571175938824,-.679948864331729,-.968372728084612,-.442704753464194,.93882023001648,-1.06145430433241,.749011997314316,-.89954116744405,1.2572203002478,1.47086724208675,-.329361773533354,-.611175927253573,-.42788708254032,2.41385051565473,-1.29910282771089,-1.82373141758355,-.757886339256061,-1.36854597171387,.277499544813204,.439600013972209,-.480968145714084,-.457355782653511,-.167458163297307,-.598293852311844,-.871032641270133,1.19169960714497,-.876597596169219,-.693753033171324,-.514770109286638,-1.13763979374027,-.491033069583612,-.514770109286638,-.7112074356691,-.167458163297307,-.834670181524778,-.543036460691998,-.626025898536938,.173113439042921,-.85056453383169,-1.06594517447013,-.146152098498639,-.363602711503971,-.276622466301838,12.5,10,2.5,-.819837931446864,-.81367159963266,-.647725979059382,1.666666666666,4.91666666666666,6.58333333333266,-.573168752478901,-.887671109262363,-.849297420974339
1,0,3,515,277,.04,1,1,0,.5,1,1,0,.66666666666666,0,1,0,1,1,0,.5,0,0,0,.5,.5,.5,0,.5,1,0,0,0,0,0,0,.5,0,0,.5,1,0,0,.5,0,0,0,0,.5,1,1,1,1,1,1,1, ,2,3.5,Economics, , , ,1860,"In a notebook, because the act of writing keeps me awake.",2,2, , ,5,5 hours, , ,2,1, , ,1, , , , , , ,1,1,0,0,.3125,.375,.375,.625,.875,1,20.5,1860,.5,1,1,.5,1,.75,0,.5,1,.5,0,0,0,.5,.5,0,.5,0,.5,1.5,.8,.55,.2,.5,.265041259707606,-.0955263601847216,.34375,.625,.546875,.288732394366197,1,-193,-.039,0,0,0,0,-.0146076605839713,-.0146076605839713,2,20.5,5.5,15,-.439070555074253,.718436535897676,1.02318627873091,2.23811847584676,-1.12848088254506,.678373051641013,-.762882589857173,1.10147898054374,-.788108247916533,1.47086724208675,-.329361773533354,.446255438947053,-.42788708254032,-.298620682349039,-1.29910282771089,-.124699584108277,.61894051039245,-.125450047407105,-.885863931519074,.439600013972209,-.480968145714084,-.457355782653511,-.167458163297307,-.598293852311844,-.871032641270133,-.58768747749615,.926216328027854,-.693753033171324,-.514770109286638,.0321973526530264,-.491033069583612,-.514770109286638,.63699448586015,-.167458163297307,-.834670181524778,-.543036460691998,-.626025898536938,.173113439042921,1.16490360068253,1.3801184890508,.0431696147275798,-.0749897877061992,-.0277260267326876,20.5,15,5.5,-.0498878224305304,-.15913134605362,.19612420083073,3.5,8.16666666666666,11.6666666666667,.270575058721476,-.076865375383055,.0494736361734656
1,0,3,516,657,.021374046,1,1,0,.5,0,0,.66666666666666,0,0,1,1,0,1,0,.66666666666,0,0,0,.5,.5,0,.25,0,1,.5,0,0,.5,1,.5,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,5,1,2,5,I has a previous understanding of respirationa and vaccines from my scientigic background,3,3.81,Psychobiology, , , ,2250,laptop,1,1,yes, ,6,5 hours, ,laptop note taking is more efficient and easier to do but the information often doesnt stick as well,2,1,1, , , , , , , , ,0,0,0,1,.5,.375,.875,.25,.375,1,19,2250,.5,0,1,.5,.5,1,0,.5,.5,.5,.5,.5,1.5,0,0,0,1,.5,0,.5,.5,.5,.5,.4,.549658279046383,-.461333273950251,.4375,.5,.5,.267605633802817,3.25,187,-.057625954,1,0,1,0,.774206010950531,.774206010950531,1,19,7,12,-.439070555074253,.718436535897676,-.968372728084612,-.442704753464194,.93882023001648,-1.06145430433241,-.762882589857173,1.10147898054374,1.2572203002478,-1.09432522811254,-.329361773533354,.974971122047367,-.42788708254032,-.298620682349039,-1.29910282771089,-.124699584108277,.61894051039245,-1.36854597171387,.277499544813204,-1.40333850614205,1.39137213581574,-.457355782653511,-.167458163297307,.732604717116544,1.66076890268839,1.19169960714497,-.876597596169219,-.693753033171324,-.514770109286638,-1.13763979374027,-.491033069583612,-.514770109286638,1.9851964073894,-.167458163297307,1.1870864803908,-.543036460691998,-.626025898536938,-1.00622186443698,1.16490360068253,-1.06594517447013,.0686555034439115,-.174163366065015,-.0770358182614443,19,12,7,-.194253467871093,-.551855498201044,.618049290775786,3.16666666666,7.41666666666666,10.5833333333267,.117167093045668,-.263974390893665,-.142067736662466
1,0,3,518,500,.030120482,3,1,0,0,1,1,1,.66666666666666,1,1,1,.5,1,0,0,0,0,0,.5,0,1,.25,.5,1,0,0,0,0,1,0,.5,0,1,.5,1,0,0,.5,0,1,0,.5,1,0,0,2,6,1,1,6,"I took a History of Medicine class and the sole topic of the class was vaccinations, inoculation, variolation, and the diseases of cholera, smallpox, yellow fever, and polio. I have also taken biology classes and went in depth with the respiratory system during high school.",2,2.25,Psychology,570,630,550,1750,"Notebook, because I retain the information more and can draw. However, if the class is rapid and all of it is based on lecture, I will most likely use a laptop because it is quicker for me to jot down notes.",2,2,"Yes. If it involves drawing or formulas, then I will use a notebook. But heavy lectures on information that requires writing and no visual, I will use a laptop.", ,4,3 hours, ,No.,2,1, , ,1, , , , , , ,1,1,0,1,0,.375,1.125,1.125,.75,1,27,1750,0,1,2.5,1.5,1,0,0,.5,1,1,0,0,1,.5,1,0,.5,.5,1.5,0,1.2,.5,.5,.5,-.209320439190357,.859200775108338,.1875,1,.75,.380281690140845,3.75,30,-.048879518,1,0,1,0,-.803421332118473,-.803421332118473,2,27,3,24,-.439070555074253,-.679948864331729,1.02318627873091,2.23811847584676,1.97247078629725,.678373051641013,2.2609065844858,1.10147898054374,1.2572203002478,.188271006987104,-.329361773533354,-1.13989161035389,-.42788708254032,-.298620682349039,-1.29910282771089,-.124699584108277,-.757886339256061,1.11764587689966,.277499544813204,.439600013972209,-.480968145714084,-.457355782653511,-.167458163297307,-.598293852311844,1.66076890268839,-.58768747749615,.926216328027854,-.693753033171324,1.92479258255004,.0321973526530264,-.491033069583612,-.514770109286638,.63699448586015,-.167458163297307,1.1870864803908,-.543036460691998,.942636697796998,1.35244874252282,-.85056453383169,-1.06594517447013,-.143363663368067,.474872408407549,.227577979697303,27,24,3,.575696641145241,1.01904111038865,-.50708428241103,2.5,12.9166666666667,15.4166666666667,-.189648838296744,1.10815838951747,.712501465216841
1,0,3,519,181,.067039106,3,1,0,0,0,0,0,0,.5,0,0,1,1,0,1,1,0,1,.5,.5,1,.5,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,.5,4,2,1,2,2,Watched lecture on bats.,1,3.577,Biochemistry, , , ,2120,"Notebook; easier that laptop for math classes. Notebook, type notes afterwords for GE classes.",2,2,Yes., ,4,2-3 hours, ,"I tend to get very easily distracted when trying to take notes on a laptop, what with internet access and such.",2,1, , ,1, , , , , , ,0,0,0,1,.375,.125,.5,.75,1.25,1,24,2120,0,0,0,.5,1,1.5,.5,1.5,1.5,2,0,0,0,0,1,0,0,.5,1,1,.3,1.4,.2,.5,-.240499484714733,.448687516001209,.25,.833333333333333,.71875,.338028169014085,2.5,-289,-.011960894,0,0,0,1,-.803421332118473,-.803421332118473,2,24,4,20,-.439070555074253,-.679948864331729,-.968372728084612,-.442704753464194,-1.12848088254506,-1.06145430433241,.749011997314316,-.89954116744405,-.788108247916533,1.47086724208675,-.329361773533354,2.03240248824799,2.31562421139467,-.298620682349039,1.62053033147441,-.124699584108277,.61894051039245,1.11764587689966,1.44086302114548,2.28253853408647,-.480968145714084,-.457355782653511,-.167458163297307,-.598293852311844,-.871032641270133,-.58768747749615,-.876597596169219,-.693753033171324,-.514770109286638,1.20203449904632,-.491033069583612,-.514770109286638,-.7112074356691,-.167458163297307,1.1870864803908,-.543036460691998,-.626025898536938,1.35244874252282,1.16490360068253,.157086657290335,-.149912336187995,.235365420431817,.0812543177838923,24,20,4,.286965350264116,.49540890752542,-.225800889114326,2,10.5,12.5,-.419760786805854,.505251561761065,.196813153738661
1,0,3,520,430,.081775701,4,1,1,1,1,0,.66666666666666,1,0,1,0,.5,1,0,0,0,0,.5,.5,0,0,0,.5,1,0,0,0,0,1,0,.5,0,0,1,1,0,1,0,0,0,1,0,1,0,1,1,4,3,2,6,I have detailed knowledge about the respiratory system because I studied it in high school,1,2.5,-,580,720,610,1910,"Notebook, because I can write faster than I type",2,2,no, ,4,1 to 2 hours, , ,2,1, , ,1, , , , , , ,1,0,1,0,.5,.125,1.375,.5,.75,1,26,1910,1.5,.5,2.5,.5,.5,0,0,1,0,.5,0,0,1,.5,1,.5,0,1,1,1,1.1,.3,.5,.7,-.0507548051555478,.502844130331262,.3125,.875,.78125,.366197183098592,3.25,-40,.00277570100000001,0,1,0,1,-.803421332118473,-.803421332118473,2,26,5,21,2.29571175938824,2.11682193612708,1.02318627873091,-.442704753464194,.93882023001648,1.54828672962772,-.762882589857173,1.10147898054374,-.788108247916533,.188271006987104,-.329361773533354,-1.13989161035389,-.42788708254032,-.298620682349039,.160713751881759,-.124699584108277,-.757886339256061,-1.36854597171387,-.885863931519074,.439600013972209,-.480968145714084,-.457355782653511,-.167458163297307,-.598293852311844,1.66076890268839,-.58768747749615,.926216328027854,-.693753033171324,-.514770109286638,1.20203449904632,-.491033069583612,1.92479258255004,-.7112074356691,-.167458163297307,-.834670181524778,2.08767350443812,-.626025898536938,1.35244874252282,-.85056453383169,1.3801184890508,.103017002626794,.174623886691034,.145981133065338,26,21,5,.479452877518199,.626316958241228,.0554825041823777,4,10.1666666666667,14.1666666666667,.500687007230586,.422091999311904,.491492188869049
1,0,3,521,400,.012562814,4,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,.5,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,.75,0,1,0,0,0,1,.5,1,3,1,1,2,"my knowledge about vaccine helped understanding the lecture. I knew basic stuffs of human respiration, but unfortunately, the knowledge never helped because I learned bioligy in Korean. I couldn't relate my knowledge to English term.",1,3.94,Bussiness economics / accounting minor,590,760,660,2010,I usually tries to take solid notes in clases so that I remember and understand the lecture content later on.,3,3,No. I always choose to take notes in a notebook because I can easily switch between English and Korean. And I prefer notebook also because notebook is more flexible; I can draw a picture or whatever, ,4,I review notes as a supplement for understanding lecture slides. I would say that I spend 1/3 of my study-time reviewing my note., , ,2,2, , ,1, , , , , , ,0,0,0,1,.375,.1875,.75,.75,.75,1,22.5,2010,0,0,1.5,1,0,1.5,0,0,1,2,0,0,1,1,0,0,.75,.5,0,1,.5,.9,.4,.45,-.0903962136642502,.214649365774828,.28125,.75,.65625,.316901408450704,1.75,-70,-.066437186,0,0,0,0,-.803421332118473,-.803421332118473,1,22.5,4.5,18,-.439070555074253,-.679948864331729,-.968372728084612,-.442704753464194,1.97247078629725,-1.06145430433241,2.2609065844858,-.89954116744405,-.788108247916533,-1.09432522811254,-.329361773533354,2.03240248824799,-.42788708254032,-.298620682349039,-1.29910282771089,-1.82373141758355,-.757886339256061,1.11764587689966,1.44086302114548,2.28253853408647,-.480968145714084,-.457355782653511,-.167458163297307,-.598293852311844,1.66076890268839,-.58768747749615,2.72903025222493,-.693753033171324,-.514770109286638,-1.13763979374027,-.491033069583612,-.514770109286638,1.31109544662478,-.167458163297307,1.1870864803908,-.543036460691998,-.626025898536938,-1.00622186443698,1.16490360068253,.157086657290335,-.194987861915565,.130834021936472,.000505268395657051,22.5,18,4.5,.142599704823553,.233592806093804,-.0851591924659743,1.75,9,10.75,-.534816761060409,.131033530739846,-.112599833148247
1,0,3,522,417,.031325301,4,1,1,1,0,0,.66666666666666,.66666666666666,.5,0,0,.5,1,0,.5,0,0,0,.5,0,1,.25,.5,1,0,1,0,.5,0,.5,.5,0,1,1,1,0,0,0,0,1,0,1,.5,0,.5,1,1,1,1,2,I took a neuroscience class that talked about it for one day.,4,2.9,Economics, , , , ,Both. Sometimes more convenient for when the professor talks fast. Have to take notes on notebook if it is mathematical.,3,3,Yes., ,5,10-15 hours., ,I like hand written notes better.,1,1, , , ,1, , , , , ,0,0,0,1,.6875,.125,.875,.875,.875,1,27.5,2017,1.5,0,2,.5,.5,.75,0,.5,1,1,.5,.5,.5,.5,1.5,0,0,.5,1.5,.5,.9,.65,.7,.5,.23386221418323,.539287637688696,.40625,.875,.828125,.387323943661972,1.25,-53,-.047674699,0,0,0,0,-.0146076605839713,-.0146076605839713,1,27.5,6.5,21,2.29571175938824,2.11682193612708,-.968372728084612,-.442704753464194,.93882023001648,.678373051641013,.749011997314316,-.89954116744405,-.788108247916533,.188271006987104,-.329361773533354,.446255438947053,-.42788708254032,-.298620682349039,-1.29910282771089,-.124699584108277,-.757886339256061,1.11764587689966,.277499544813204,.439600013972209,-.480968145714084,2.16642212835874,-.167458163297307,.732604717116544,-.871032641270133,1.19169960714497,.926216328027854,-.693753033171324,1.92479258255004,1.20203449904632,-.491033069583612,-.514770109286638,-.7112074356691,-.167458163297307,1.1870864803908,-.543036460691998,2.51129929413093,.173113439042921,-.85056453383169,.157086657290335,.17237336706988,.284784407244467,.239819991174632,27.5,21,6.5,.623818522958762,.626316958241228,.477407594127434,4,10.5833333333333,14.5833333333333,.500687007230586,.526041452373351,.565161947651645
1,0,3,523,202,.005,4,1,0,0,1,0,0,0,0,0,0,.5,1,0,.66666666666,0,0,1,.5,0,0,0,.5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,2,4,1,2,3, ,1,3.5,Applied Mathmatics,580,790,720,2090,"Yes, because it is faster than hand writing.",1,1,"Yes. On humanities course I prefer to use laptop and on math course, I prefer to use a notebook.", ,5,3 hours., ,Using notebook has more flexibility and laptop is faster so that I can catch up with the professor.,2,2, , ,1, , , , , , ,1,0,0,1,.25,.125,.75,0,.25,1,11,2090,0,.5,0,0,.5,1,0,1.5,0,.5,0,0,0,0,0,0,0,1.5,0,0,.2,.6,0,.3,-.430244164273918,-.898265486483083,.1875,.333333333333333,.3125,.154929577464789,2.75,-268,-.074,0,0,0,0,-.0146076605839713,-.0146076605839713,1,11,3,8,-.439070555074253,-.679948864331729,1.02318627873091,-.442704753464194,-1.12848088254506,-1.06145430433241,-.762882589857173,-.89954116744405,-.788108247916533,.188271006987104,-.329361773533354,.974971122047367,-.42788708254032,-.298620682349039,1.62053033147441,-.124699584108277,-.757886339256061,-1.36854597171387,-.885863931519074,.439600013972209,-.480968145714084,-.457355782653511,-.167458163297307,-.598293852311844,-.871032641270133,-.58768747749615,-.876597596169219,-.693753033171324,-.514770109286638,-1.13763979374027,-.491033069583612,-.514770109286638,-.7112074356691,-.167458163297307,1.1870864803908,2.08767350443812,-.626025898536938,-1.00622186443698,-.85056453383169,-1.06594517447013,-.262998814520501,-.436855825159973,-.367313020904184,11,8,3,-.964203576887427,-1.07548770106428,-.50708428241103,1.66666666666,4.5,6.16666666666,-.573168752481662,-.991620562323811,-.922967179757996
1,0,3,525,246,.086065574,4,1,0,0,0,1,0,1,.5,1,1,.5,1,0,.3333333333333,0,0,0,.5,0,0,.25,.5,1,.5,1,0,1,0,0,0,.5,0,1,1,0,1,0,0,0,0,0,1,0,0,2,2,2,2,2, ,4,3,asian american studies,700,700,780,2180,notebook. because i like writing things down,2,2,no, ,6,a few hours, ,laptop is distracting,2,2, , ,1, , , , , , ,0,1,1,0,.5,.375,.5,.625,.75,1,22,2180,0,.5,1.5,1,1,.5,0,.5,0,1,1,1,0,.5,1,.5,0,0,1,0,.8,.4,.7,.3,.549658279046383,-.102757633161881,.4375,.625,.59375,.309859154929577,2,-224,.00706557400000001,0,1,0,1,.774206010950531,.774206010950531,2,22,7,15,-.439070555074253,-.679948864331729,-.968372728084612,2.23811847584676,-1.12848088254506,1.54828672962772,.749011997314316,1.10147898054374,1.2572203002478,.188271006987104,-.329361773533354,-.08246024415326,-.42788708254032,-.298620682349039,-1.29910282771089,-.124699584108277,-.757886339256061,-1.36854597171387,.277499544813204,.439600013972209,1.39137213581574,2.16642212835874,-.167458163297307,2.06350328654493,-.871032641270133,-.58768747749615,-.876597596169219,.656587692108575,-.514770109286638,1.20203449904632,-.491033069583612,1.92479258255004,-.7112074356691,-.167458163297307,-.834670181524778,-.543036460691998,-.626025898536938,1.35244874252282,-.85056453383169,-1.06594517447013,.313833115450145,-.111525257142834,.0586180918943573,22,15,7,.0944778230100322,-.15913134605362,.618049290775786,4.8333333333333,7.75,12.5833333333333,.884206921412421,-.180814828444503,.211547105495175
1,0,3,552,586,.049657534,1,1,0,0,1,1,1,1,1,1,0,1,1,1,.66666666666,1,1,.5,.5,0,1,.25,1,1,0,1,0,.5,1,1,.5,1,0,0,1,1,1,.5,0,1,0,.5,.5,1,1,2,3,2,3,4,I've baked bread and had a basic understanding of the process; my knowledge of vaccines and repiration comes from high school biology and history classes,1,3.55,Physiological Science,740,790,720,2250,"Notebook, I prefer having physical notes and the ability to freely format. Notebooks are lighter to carry, and the physical act of writing helps me remember.",2,2,No., ,6,A couple hours for 3-4 days each, ,No.,2,1,1, , , , , , , , ,1,1,1,1,1,.875,1.625,1.25,1,1,46,2250,0,1,3,1.5,1,2,1.5,1,1,1.5,.5,.5,2,1.5,0,1.5,.5,.5,1,1.5,1.3,1.4,.9,1,2.50946316568699,1.60129643663485,.9375,1.29166666666667,1.21875,.647887323943662,3,116,-.029342466,1,0,1,0,.774206010950531,.774206010950531,2,46,15,31,-.439070555074253,-.679948864331729,1.02318627873091,2.23811847584676,1.97247078629725,1.54828672962772,2.2609065844858,1.10147898054374,-.788108247916533,1.47086724208675,3.08972711362242,.974971122047367,2.31562421139467,5.1263217136585,.160713751881759,-.124699584108277,-.757886339256061,1.11764587689966,.277499544813204,2.28253853408647,-.480968145714084,2.16642212835874,-.167458163297307,.732604717116544,1.66076890268839,2.97108669178609,.926216328027854,2.00692841738847,-.514770109286638,-1.13763979374027,2.85412971695474,1.92479258255004,.63699448586015,-.167458163297307,1.1870864803908,-.543036460691998,.942636697796998,.173113439042921,1.16490360068253,1.3801184890508,1.32174929090163,.864130272607393,1.04717787992509,46,31,15,2.40432815005903,1.93539746539931,2.86831643714942,9.66666666666,15.75,25.41666666666,3.1086224236641,1.81501467033533,2.480575675998
1,0,3,553,556,.036101083,1,1,1,1,1,0,.66666666666666,.66666666666666,0,1,0,1,1,.5,.83333333333,0,1,.5,.5,1,1,.75,1,1,.5,1,0,0,.5,.5,0,1,0,.5,1,.5,1,1,0,0,1,.5,.5,1,.5,2,3,2,2,4,Science.,1,3.5,Psychobiology,690,630,740,2060,Notebook. Writing it helps me to make changes more easily and remember better later.,2,2,Yes. I always take written notes for math and science. I find that it's okay to take notes on a laptop for humanities classes., ,7,2 hours, , ,2,1, , ,1, , , , , , ,1,0,1,0,1.3125,.625,1.25,1.125,1.25,1,44.5,2060,1.5,.5,2,.5,1,1.75,1,1,2,2.5,1,0,1,1,.5,1,1,1,1,1,1.1,1.65,.7,1,2.38341178038302,1.40090851281134,.96875,1.20833333333333,1.234375,.626760563380282,2.75,86,-.042898917,1,0,1,0,1.56301968248503,1.56301968248503,2,44.5,15.5,29,2.29571175938824,2.11682193612708,1.02318627873091,-.442704753464194,.93882023001648,.678373051641013,-.762882589857173,1.10147898054374,-.788108247916533,1.47086724208675,1.38018267004453,1.50368680514768,-.42788708254032,5.1263217136585,.160713751881759,-.124699584108277,1.99576736004096,1.11764587689966,2.60422649747776,2.28253853408647,1.39137213581574,2.16642212835874,-.167458163297307,-.598293852311844,.394868130709127,1.19169960714497,-.876597596169219,2.00692841738847,-.514770109286638,.0321973526530264,1.18154832368557,1.92479258255004,1.9851964073894,-.167458163297307,-.834670181524778,2.08767350443812,.942636697796998,.173113439042921,1.16490360068253,.157086657290335,1.26821504537409,.691658775956603,.922281283723598,44.5,29,15.5,2.25996250461847,1.67358136396769,3.00895813379777,9.33333333333,14.0833333333333,23.4166666666633,2.95521445799289,1.39921685808953,2.12696083384212
1,0,3,554,401,.045112782,4,1,0,1,1,1,.333333333333333,.66666666666666,1,1,1,1,1,0,.66666666666,1,0,0,0,.5,.5,.25,.5,1,0,1,0,0,0,0,0,0,0,.5,1,0,0,0,1,0,0,.5,.5,1,.5,1,1,1,1,2,Nothing I've learned specifically in a class,3,3.2,math,690,720,740,2130,"notebook because i find it easier to read, hurts the eyes less",2,2,It would if I had the motivation to carry a laptop around, ,7,Depends on the test and my mood, ,Not really,2,1,1, , , , , , ,1,Armenian,1,1,0,0,.625,.5,.375,.875,1,1,27,2130,1,1,1.5,1.5,1.5,1,.5,0,1,1,.5,0,0,0,.5,0,.5,0,1,1,1.3,.7,.2,.5,1.03960950070653,.238849323189238,.5625,.75,.71875,.380281690140845,1.25,-69,-.033887218,0,0,0,0,1.56301968248503,1.56301968248503,2,27,9,18,-.439070555074253,2.11682193612708,1.02318627873091,2.23811847584676,-.0948303262642907,.678373051641013,2.2609065844858,1.10147898054374,1.2572203002478,1.47086724208675,-.329361773533354,.974971122047367,2.31562421139467,-.298620682349039,-1.29910282771089,-1.82373141758355,.61894051039245,-.125450047407105,.277499544813204,.439600013972209,-.480968145714084,2.16642212835874,-.167458163297307,-.598293852311844,-.871032641270133,-.58768747749615,-.876597596169219,-.693753033171324,-.514770109286638,.0321973526530264,-.491033069583612,-.514770109286638,-.7112074356691,5.9168551031715,-.834670181524778,-.543036460691998,.942636697796998,.173113439042921,1.16490360068253,.157086657290335,.795075966803612,.0962567440446962,.375784433148262,27,18,9,.575696641145241,.233592806093804,1.18061607736919,6.66666666666,9.74999999999999,16.41666666666,1.72795073260944,.318142546250454,.889308886293895
1,0,3,598,426,.049528302,1,1,0,0,0,0,.333333333333333,.66666666666666,.5,1,0,0,1,0,.3333333333333,0,0,.5,1,0,1,.5,.5,1,0,0,.5,0,0,.5,0,.5,0,.5,1,.5,0,0,0,1,0,.5,1,0,0,2,3,1,3,3,"I briefly learned about bread baking from my culinary class in high school. In biology, i learned about the respiratory system and a little on the history of vaccines in the 7th grade.",1,2.9,Aerospace Engineering,560,700,660,1920,No. I feel like i learn better tangibly writing notes down on pen and paper,2,2,No., ,5,4 hours, , ,1,1, , ,1, , , , , , ,0,0,0,1,.25,.125,1,1,.5,1,23,1920,0,0,1.5,1,0,.5,0,1.5,1,1.5,0,.5,.5,.5,.5,.5,0,.5,1.5,0,.5,.9,.4,.5,-.430244164273918,.424774701058438,.1875,.833333333333333,.6875,.323943661971831,2.75,-44,-.029471698,0,0,0,0,-.0146076605839713,-.0146076605839713,2,23,3,20,-.439070555074253,-.679948864331729,-.968372728084612,-.442704753464194,-.0948303262642907,.678373051641013,.749011997314316,1.10147898054374,-.788108247916533,-1.09432522811254,-.329361773533354,-.08246024415326,-.42788708254032,-.298620682349039,.160713751881759,1.57433224936699,-.757886339256061,1.11764587689966,1.44086302114548,.439600013972209,-.480968145714084,-.457355782653511,5.9168551031715,-.598293852311844,-.871032641270133,1.19169960714497,-.876597596169219,.656587692108575,-.514770109286638,.0321973526530264,1.18154832368557,-.514770109286638,-.7112074356691,-.167458163297307,1.1870864803908,-.543036460691998,.942636697796998,1.35244874252282,-.85056453383169,-1.06594517447013,.0312452033996137,.215315785754713,.141687552812673,23,20,3,.190721586637074,.49540890752542,-.50708428241103,1.3333333333333,9.99999999999999,11.3333333333333,-.726576718151349,.380512218087323,-.00946217085261832
