subno,loss,gain,response,condition,resp
13,10,12,reject,40.20,0
13,10,16,reject,40.20,0
13,10,20,accept,40.20,1
13,10,24,accept,40.20,1
13,10,28,accept,40.20,1
13,10,32,accept,40.20,1
13,10,36,accept,40.20,1
13,10,40,accept,40.20,1
13,12,12,reject,40.20,0
13,12,16,reject,40.20,0
13,12,20,reject,40.20,0
13,12,24,accept,40.20,1
13,12,28,accept,40.20,1
13,12,32,accept,40.20,1
13,12,36,accept,40.20,1
13,12,40,accept,40.20,1
13,14,12,reject,40.20,0
13,14,16,reject,40.20,0
13,14,20,reject,40.20,0
13,14,24,reject,40.20,0
13,14,28,accept,40.20,1
13,14,32,accept,40.20,1
13,14,36,accept,40.20,1
13,14,40,accept,40.20,1
13,16,12,reject,40.20,0
13,16,16,reject,40.20,0
13,16,20,reject,40.20,0
13,16,24,reject,40.20,0
13,16,28,reject,40.20,0
13,16,32,reject,40.20,0
13,16,36,reject,40.20,0
13,16,40,accept,40.20,1
13,18,12,reject,40.20,0
13,18,16,reject,40.20,0
13,18,20,reject,40.20,0
13,18,24,reject,40.20,0
13,18,28,reject,40.20,0
13,18,32,reject,40.20,0
13,18,36,accept,40.20,1
13,18,40,reject,40.20,0
13,20,12,reject,40.20,0
13,20,16,reject,40.20,0
13,20,20,reject,40.20,0
13,20,24,reject,40.20,0
13,20,28,reject,40.20,0
13,20,32,reject,40.20,0
13,20,36,reject,40.20,0
13,20,40,reject,40.20,0
24,6,6,accept,20.20,1
24,6,8,reject,20.20,0
24,6,10,accept,20.20,1
24,6,12,accept,20.20,1
24,6,14,accept,20.20,1
24,6,16,accept,20.20,1
24,6,18,reject,20.20,0
24,6,20,accept,20.20,1
24,8,6,accept,20.20,1
24,8,8,accept,20.20,1
24,8,10,accept,20.20,1
24,8,12,accept,20.20,1
24,8,14,accept,20.20,1
24,8,16,accept,20.20,1
24,8,18,accept,20.20,1
24,8,20,accept,20.20,1
24,10,6,reject,20.20,0
24,10,8,accept,20.20,1
24,10,10,accept,20.20,1
24,10,12,accept,20.20,1
24,10,14,accept,20.20,1
24,10,16,accept,20.20,1
24,10,18,accept,20.20,1
24,10,20,accept,20.20,1
24,12,6,accept,20.20,1
24,12,8,reject,20.20,0
24,12,10,accept,20.20,1
24,12,12,accept,20.20,1
24,12,14,accept,20.20,1
24,12,16,accept,20.20,1
24,12,18,accept,20.20,1
24,12,20,accept,20.20,1
24,14,6,reject,20.20,0
24,14,8,reject,20.20,0
24,14,10,reject,20.20,0
24,14,12,accept,20.20,1
24,14,14,accept,20.20,1
24,14,16,accept,20.20,1
24,14,18,reject,20.20,0
24,14,20,accept,20.20,1
24,16,6,reject,20.20,0
24,16,8,accept,20.20,1
24,16,10,accept,20.20,1
24,16,12,reject,20.20,0
24,16,14,accept,20.20,1
24,16,16,accept,20.20,1
24,16,18,accept,20.20,1
24,16,20,accept,20.20,1
24,18,6,reject,20.20,0
24,18,8,reject,20.20,0
24,18,10,reject,20.20,0
24,18,12,reject,20.20,0
24,18,14,reject,20.20,0
24,18,16,accept,20.20,1
24,18,18,accept,20.20,1
24,18,20,accept,20.20,1
24,20,6,reject,20.20,0
24,20,8,reject,20.20,0
24,20,10,accept,20.20,1
24,20,12,reject,20.20,0
24,20,14,accept,20.20,1
24,20,16,accept,20.20,1
24,20,18,accept,20.20,1
24,20,20,accept,20.20,1
38,12,6,accept,20.40,1
38,12,8,accept,20.40,1
38,12,10,accept,20.40,1
38,12,12,accept,20.40,1
38,12,14,accept,20.40,1
38,12,16,accept,20.40,1
38,12,18,accept,20.40,1
38,12,20,accept,20.40,1
38,16,6,accept,20.40,1
38,16,8,accept,20.40,1
38,16,10,accept,20.40,1
38,16,12,accept,20.40,1
38,16,14,accept,20.40,1
38,16,16,accept,20.40,1
38,16,18,accept,20.40,1
38,16,20,accept,20.40,1
38,20,6,accept,20.40,1
38,20,8,accept,20.40,1
38,20,10,accept,20.40,1
38,20,12,accept,20.40,1
38,20,14,accept,20.40,1
38,20,16,accept,20.40,1
38,20,18,accept,20.40,1
38,20,20,accept,20.40,1
38,24,6,accept,20.40,1
38,24,8,accept,20.40,1
38,24,10,accept,20.40,1
38,24,12,accept,20.40,1
38,24,14,accept,20.40,1
38,24,16,accept,20.40,1
38,24,18,accept,20.40,1
38,24,20,accept,20.40,1
38,28,6,accept,20.40,1
38,28,8,accept,20.40,1
38,28,10,accept,20.40,1
38,28,12,accept,20.40,1
38,28,14,accept,20.40,1
38,28,16,accept,20.40,1
38,28,18,accept,20.40,1
38,28,20,accept,20.40,1
38,32,6,accept,20.40,1
38,32,8,accept,20.40,1
38,32,10,accept,20.40,1
38,32,12,accept,20.40,1
38,32,14,accept,20.40,1
38,32,16,accept,20.40,1
38,32,18,accept,20.40,1
38,32,20,accept,20.40,1
38,36,6,accept,20.40,1
38,36,8,accept,20.40,1
38,36,10,accept,20.40,1
38,36,12,accept,20.40,1
38,36,14,accept,20.40,1
38,36,16,accept,20.40,1
38,36,18,accept,20.40,1
38,36,20,accept,20.40,1
38,40,6,accept,20.40,1
38,40,8,accept,20.40,1
38,40,10,accept,20.40,1
38,40,12,accept,20.40,1
38,40,14,accept,20.40,1
38,40,16,accept,20.40,1
38,40,18,accept,20.40,1
38,40,20,accept,20.40,1
36,6,6,reject,20.20,0
36,6,8,reject,20.20,0
36,6,10,reject,20.20,0
36,6,12,reject,20.20,0
36,6,14,reject,20.20,0
36,6,16,accept,20.20,1
36,6,18,accept,20.20,1
36,6,20,accept,20.20,1
36,8,6,reject,20.20,0
36,8,8,reject,20.20,0
36,8,10,reject,20.20,0
36,8,12,reject,20.20,0
36,8,14,reject,20.20,0
36,8,16,reject,20.20,0
36,8,18,reject,20.20,0
36,8,20,reject,20.20,0
36,10,6,reject,20.20,0
36,10,8,reject,20.20,0
36,10,10,reject,20.20,0
36,10,12,reject,20.20,0
36,10,14,reject,20.20,0
36,10,16,reject,20.20,0
36,10,18,reject,20.20,0
36,10,20,reject,20.20,0
36,12,6,reject,20.20,0
36,12,8,reject,20.20,0
36,12,10,reject,20.20,0
36,12,12,reject,20.20,0
36,12,14,reject,20.20,0
36,12,16,reject,20.20,0
36,12,18,reject,20.20,0
36,12,20,reject,20.20,0
36,14,6,reject,20.20,0
36,14,8,reject,20.20,0
36,14,10,reject,20.20,0
36,14,12,reject,20.20,0
36,14,14,reject,20.20,0
36,14,16,reject,20.20,0
36,14,18,reject,20.20,0
36,14,20,reject,20.20,0
36,16,6,reject,20.20,0
36,16,8,reject,20.20,0
36,16,10,reject,20.20,0
36,16,12,reject,20.20,0
36,16,14,reject,20.20,0
36,16,16,reject,20.20,0
36,16,18,reject,20.20,0
36,16,20,reject,20.20,0
36,18,6,reject,20.20,0
36,18,8,reject,20.20,0
36,18,10,reject,20.20,0
36,18,12,reject,20.20,0
36,18,14,reject,20.20,0
36,18,16,reject,20.20,0
36,18,18,reject,20.20,0
36,18,20,reject,20.20,0
36,20,6,reject,20.20,0
36,20,8,reject,20.20,0
36,20,10,reject,20.20,0
36,20,12,reject,20.20,0
36,20,14,reject,20.20,0
36,20,16,reject,20.20,0
36,20,18,reject,20.20,0
36,20,20,reject,20.20,0
40,6,6,accept,20.20,1
40,6,8,accept,20.20,1
40,6,10,accept,20.20,1
40,6,12,accept,20.20,1
40,6,14,accept,20.20,1
40,6,16,accept,20.20,1
40,6,18,accept,20.20,1
40,6,20,accept,20.20,1
40,8,6,reject,20.20,0
40,8,8,accept,20.20,1
40,8,10,accept,20.20,1
40,8,12,accept,20.20,1
40,8,14,accept,20.20,1
40,8,16,accept,20.20,1
40,8,18,accept,20.20,1
40,8,20,accept,20.20,1
40,10,6,reject,20.20,0
40,10,8,reject,20.20,0
40,10,10,accept,20.20,1
40,10,12,accept,20.20,1
40,10,14,accept,20.20,1
40,10,16,accept,20.20,1
40,10,18,accept,20.20,1
40,10,20,accept,20.20,1
40,12,6,reject,20.20,0
40,12,8,reject,20.20,0
40,12,10,reject,20.20,0
40,12,12,accept,20.20,1
40,12,14,accept,20.20,1
40,12,16,accept,20.20,1
40,12,18,accept,20.20,1
40,12,20,accept,20.20,1
40,14,6,reject,20.20,0
40,14,8,reject,20.20,0
40,14,10,reject,20.20,0
40,14,12,reject,20.20,0
40,14,14,accept,20.20,1
40,14,16,accept,20.20,1
40,14,18,accept,20.20,1
40,14,20,accept,20.20,1
40,16,6,reject,20.20,0
40,16,8,reject,20.20,0
40,16,10,reject,20.20,0
40,16,12,reject,20.20,0
40,16,14,accept,20.20,1
40,16,16,accept,20.20,1
40,16,18,accept,20.20,1
40,16,20,accept,20.20,1
40,18,6,reject,20.20,0
40,18,8,reject,20.20,0
40,18,10,reject,20.20,0
40,18,12,reject,20.20,0
40,18,14,accept,20.20,1
40,18,16,reject,20.20,0
40,18,18,accept,20.20,1
40,18,20,accept,20.20,1
40,20,6,reject,20.20,0
40,20,8,reject,20.20,0
40,20,10,reject,20.20,0
40,20,12,reject,20.20,0
40,20,14,reject,20.20,0
40,20,16,reject,20.20,0
40,20,18,reject,20.20,0
40,20,20,accept,20.20,1
48,6,6,accept,20.20,1
48,6,8,accept,20.20,1
48,6,10,accept,20.20,1
48,6,12,accept,20.20,1
48,6,14,accept,20.20,1
48,6,16,accept,20.20,1
48,6,18,accept,20.20,1
48,6,20,accept,20.20,1
48,8,6,reject,20.20,0
48,8,8,accept,20.20,1
48,8,10,accept,20.20,1
48,8,12,accept,20.20,1
48,8,14,accept,20.20,1
48,8,16,accept,20.20,1
48,8,18,accept,20.20,1
48,8,20,accept,20.20,1
48,10,6,reject,20.20,0
48,10,8,reject,20.20,0
48,10,10,accept,20.20,1
48,10,12,accept,20.20,1
48,10,14,accept,20.20,1
48,10,16,accept,20.20,1
48,10,18,accept,20.20,1
48,10,20,accept,20.20,1
48,12,6,reject,20.20,0
48,12,8,reject,20.20,0
48,12,10,reject,20.20,0
48,12,12,accept,20.20,1
48,12,14,accept,20.20,1
48,12,16,accept,20.20,1
48,12,18,accept,20.20,1
48,12,20,accept,20.20,1
48,14,6,reject,20.20,0
48,14,8,reject,20.20,0
48,14,10,accept,20.20,1
48,14,12,reject,20.20,0
48,14,14,accept,20.20,1
48,14,16,accept,20.20,1
48,14,18,accept,20.20,1
48,14,20,accept,20.20,1
48,16,6,reject,20.20,0
48,16,8,reject,20.20,0
48,16,10,reject,20.20,0
48,16,12,reject,20.20,0
48,16,14,reject,20.20,0
48,16,16,accept,20.20,1
48,16,18,accept,20.20,1
48,16,20,accept,20.20,1
48,18,6,reject,20.20,0
48,18,8,reject,20.20,0
48,18,10,reject,20.20,0
48,18,12,reject,20.20,0
48,18,14,reject,20.20,0
48,18,16,reject,20.20,0
48,18,18,accept,20.20,1
48,18,20,accept,20.20,1
48,20,6,reject,20.20,0
48,20,8,reject,20.20,0
48,20,10,reject,20.20,0
48,20,12,reject,20.20,0
48,20,14,reject,20.20,0
48,20,16,reject,20.20,0
48,20,18,reject,20.20,0
48,20,20,accept,20.20,1
52,6,6,reject,20.20,0
52,6,8,accept,20.20,1
52,6,10,accept,20.20,1
52,6,12,accept,20.20,1
52,6,14,accept,20.20,1
52,6,16,accept,20.20,1
52,6,18,accept,20.20,1
52,6,20,accept,20.20,1
52,8,6,reject,20.20,0
52,8,8,reject,20.20,0
52,8,10,reject,20.20,0
52,8,12,reject,20.20,0
52,8,14,reject,20.20,0
52,8,16,reject,20.20,0
52,8,18,accept,20.20,1
52,8,20,reject,20.20,0
52,10,6,reject,20.20,0
52,10,8,reject,20.20,0
52,10,10,reject,20.20,0
52,10,12,reject,20.20,0
52,10,14,reject,20.20,0
52,10,16,reject,20.20,0
52,10,18,reject,20.20,0
52,10,20,reject,20.20,0
52,12,6,reject,20.20,0
52,12,8,reject,20.20,0
52,12,10,reject,20.20,0
52,12,12,reject,20.20,0
52,12,14,reject,20.20,0
52,12,16,reject,20.20,0
52,12,18,reject,20.20,0
52,12,20,reject,20.20,0
52,14,6,reject,20.20,0
52,14,8,reject,20.20,0
52,14,10,reject,20.20,0
52,14,12,reject,20.20,0
52,14,14,reject,20.20,0
52,14,16,reject,20.20,0
52,14,18,reject,20.20,0
52,14,20,reject,20.20,0
52,16,6,reject,20.20,0
52,16,8,reject,20.20,0
52,16,10,reject,20.20,0
52,16,12,reject,20.20,0
52,16,14,reject,20.20,0
52,16,16,reject,20.20,0
52,16,18,reject,20.20,0
52,16,20,reject,20.20,0
52,18,6,reject,20.20,0
52,18,8,reject,20.20,0
52,18,10,reject,20.20,0
52,18,12,reject,20.20,0
52,18,14,reject,20.20,0
52,18,16,reject,20.20,0
52,18,18,reject,20.20,0
52,18,20,reject,20.20,0
52,20,6,reject,20.20,0
52,20,8,reject,20.20,0
52,20,10,reject,20.20,0
52,20,12,reject,20.20,0
52,20,14,reject,20.20,0
52,20,16,reject,20.20,0
52,20,18,reject,20.20,0
52,20,20,reject,20.20,0
53,6,12,reject,40.20,0
53,6,16,reject,40.20,0
53,6,20,accept,40.20,1
53,6,24,accept,40.20,1
53,6,28,accept,40.20,1
53,6,32,accept,40.20,1
53,6,36,accept,40.20,1
53,6,40,accept,40.20,1
53,8,12,reject,40.20,0
53,8,16,reject,40.20,0
53,8,20,reject,40.20,0
53,8,24,accept,40.20,1
53,8,28,reject,40.20,0
53,8,32,accept,40.20,1
53,8,36,accept,40.20,1
53,8,40,accept,40.20,1
53,10,12,reject,40.20,0
53,10,16,reject,40.20,0
53,10,20,reject,40.20,0
53,10,24,reject,40.20,0
53,10,28,accept,40.20,1
53,10,32,accept,40.20,1
53,10,36,accept,40.20,1
53,10,40,accept,40.20,1
53,12,12,reject,40.20,0
53,12,16,reject,40.20,0
53,12,20,accept,40.20,1
53,12,24,reject,40.20,0
53,12,28,accept,40.20,1
53,12,32,reject,40.20,0
53,12,36,reject,40.20,0
53,12,40,accept,40.20,1
53,14,12,reject,40.20,0
53,14,16,reject,40.20,0
53,14,20,reject,40.20,0
53,14,24,reject,40.20,0
53,14,28,reject,40.20,0
53,14,32,reject,40.20,0
53,14,36,accept,40.20,1
53,14,40,accept,40.20,1
53,16,12,reject,40.20,0
53,16,16,reject,40.20,0
53,16,20,reject,40.20,0
53,16,24,reject,40.20,0
53,16,28,reject,40.20,0
53,16,32,accept,40.20,1
53,16,36,reject,40.20,0
53,16,40,accept,40.20,1
53,18,12,reject,40.20,0
53,18,16,reject,40.20,0
53,18,20,reject,40.20,0
53,18,24,reject,40.20,0
53,18,28,reject,40.20,0
53,18,32,reject,40.20,0
53,18,36,reject,40.20,0
53,18,40,reject,40.20,0
53,20,12,reject,40.20,0
53,20,16,reject,40.20,0
53,20,20,reject,40.20,0
53,20,24,reject,40.20,0
53,20,28,reject,40.20,0
53,20,32,reject,40.20,0
53,20,36,reject,40.20,0
53,20,40,accept,40.20,1
64,6,6,reject,20.20,0
64,6,8,reject,20.20,0
64,6,10,reject,20.20,0
64,6,12,accept,20.20,1
64,6,14,accept,20.20,1
64,6,16,accept,20.20,1
64,6,18,accept,20.20,1
64,6,20,accept,20.20,1
64,8,6,reject,20.20,0
64,8,8,reject,20.20,0
64,8,10,reject,20.20,0
64,8,12,reject,20.20,0
64,8,14,reject,20.20,0
64,8,16,accept,20.20,1
64,8,18,reject,20.20,0
64,8,20,accept,20.20,1
64,10,6,reject,20.20,0
64,10,8,reject,20.20,0
64,10,10,reject,20.20,0
64,10,12,reject,20.20,0
64,10,14,reject,20.20,0
64,10,16,reject,20.20,0
64,10,18,reject,20.20,0
64,10,20,reject,20.20,0
64,12,6,reject,20.20,0
64,12,8,reject,20.20,0
64,12,10,reject,20.20,0
64,12,12,reject,20.20,0
64,12,14,reject,20.20,0
64,12,16,reject,20.20,0
64,12,18,reject,20.20,0
64,12,20,reject,20.20,0
64,14,6,reject,20.20,0
64,14,8,reject,20.20,0
64,14,10,reject,20.20,0
64,14,12,reject,20.20,0
64,14,14,reject,20.20,0
64,14,16,reject,20.20,0
64,14,18,reject,20.20,0
64,14,20,reject,20.20,0
64,16,6,reject,20.20,0
64,16,8,reject,20.20,0
64,16,10,reject,20.20,0
64,16,12,reject,20.20,0
64,16,14,reject,20.20,0
64,16,16,reject,20.20,0
64,16,18,reject,20.20,0
64,16,20,reject,20.20,0
64,18,6,reject,20.20,0
64,18,8,reject,20.20,0
64,18,10,reject,20.20,0
64,18,12,reject,20.20,0
64,18,14,reject,20.20,0
64,18,16,reject,20.20,0
64,18,18,reject,20.20,0
64,18,20,reject,20.20,0
64,20,6,reject,20.20,0
64,20,8,reject,20.20,0
64,20,10,reject,20.20,0
64,20,12,reject,20.20,0
64,20,14,reject,20.20,0
64,20,16,reject,20.20,0
64,20,18,reject,20.20,0
64,20,20,reject,20.20,0
80,6,6,accept,20.20,1
80,6,8,accept,20.20,1
80,6,10,accept,20.20,1
80,6,12,accept,20.20,1
80,6,14,accept,20.20,1
80,6,16,accept,20.20,1
80,6,18,accept,20.20,1
80,6,20,accept,20.20,1
80,8,6,reject,20.20,0
80,8,8,accept,20.20,1
80,8,10,accept,20.20,1
80,8,12,accept,20.20,1
80,8,14,accept,20.20,1
80,8,16,accept,20.20,1
80,8,18,accept,20.20,1
80,8,20,accept,20.20,1
80,10,6,reject,20.20,0
80,10,8,reject,20.20,0
80,10,10,accept,20.20,1
80,10,12,accept,20.20,1
80,10,14,accept,20.20,1
80,10,16,accept,20.20,1
80,10,18,accept,20.20,1
80,10,20,accept,20.20,1
80,12,6,reject,20.20,0
80,12,8,reject,20.20,0
80,12,10,reject,20.20,0
80,12,12,accept,20.20,1
80,12,14,accept,20.20,1
80,12,16,accept,20.20,1
80,12,18,accept,20.20,1
80,12,20,accept,20.20,1
80,14,6,reject,20.20,0
80,14,8,reject,20.20,0
80,14,10,reject,20.20,0
80,14,12,reject,20.20,0
80,14,14,accept,20.20,1
80,14,16,accept,20.20,1
80,14,18,accept,20.20,1
80,14,20,accept,20.20,1
80,16,6,reject,20.20,0
80,16,8,reject,20.20,0
80,16,10,reject,20.20,0
80,16,12,reject,20.20,0
80,16,14,reject,20.20,0
80,16,16,accept,20.20,1
80,16,18,accept,20.20,1
80,16,20,accept,20.20,1
80,18,6,reject,20.20,0
80,18,8,reject,20.20,0
80,18,10,reject,20.20,0
80,18,12,reject,20.20,0
80,18,14,reject,20.20,0
80,18,16,reject,20.20,0
80,18,18,accept,20.20,1
80,18,20,accept,20.20,1
80,20,6,reject,20.20,0
80,20,8,reject,20.20,0
80,20,10,reject,20.20,0
80,20,12,reject,20.20,0
80,20,14,reject,20.20,0
80,20,16,reject,20.20,0
80,20,18,reject,20.20,0
80,20,20,accept,20.20,1
73,6,12,reject,40.20,0
73,6,16,accept,40.20,1
73,6,20,reject,40.20,0
73,6,24,accept,40.20,1
73,6,28,reject,40.20,0
73,6,32,reject,40.20,0
73,6,36,reject,40.20,0
73,6,40,reject,40.20,0
73,8,12,accept,40.20,1
73,8,16,reject,40.20,0
73,8,20,reject,40.20,0
73,8,24,reject,40.20,0
73,8,28,reject,40.20,0
73,8,32,reject,40.20,0
73,8,36,reject,40.20,0
73,8,40,reject,40.20,0
73,10,12,accept,40.20,1
73,10,16,reject,40.20,0
73,10,20,reject,40.20,0
73,10,24,reject,40.20,0
73,10,28,reject,40.20,0
73,10,32,reject,40.20,0
73,10,36,accept,40.20,1
73,10,40,reject,40.20,0
73,12,12,accept,40.20,1
73,12,16,accept,40.20,1
73,12,20,accept,40.20,1
73,12,24,reject,40.20,0
73,12,28,accept,40.20,1
73,12,32,reject,40.20,0
73,12,36,reject,40.20,0
73,12,40,reject,40.20,0
73,14,12,accept,40.20,1
73,14,16,accept,40.20,1
73,14,20,accept,40.20,1
73,14,24,reject,40.20,0
73,14,28,reject,40.20,0
73,14,32,reject,40.20,0
73,14,36,reject,40.20,0
73,14,40,reject,40.20,0
73,16,12,reject,40.20,0
73,16,16,reject,40.20,0
73,16,20,reject,40.20,0
73,16,24,accept,40.20,1
73,16,28,reject,40.20,0
73,16,32,reject,40.20,0
73,16,36,reject,40.20,0
73,16,40,reject,40.20,0
73,18,12,reject,40.20,0
73,18,16,accept,40.20,1
73,18,20,accept,40.20,1
73,18,24,reject,40.20,0
73,18,28,accept,40.20,1
73,18,32,reject,40.20,0
73,18,36,reject,40.20,0
73,18,40,reject,40.20,0
73,20,12,reject,40.20,0
73,20,16,reject,40.20,0
73,20,20,accept,40.20,1
73,20,24,reject,40.20,0
73,20,28,reject,40.20,0
73,20,32,reject,40.20,0
73,20,36,reject,40.20,0
73,20,40,reject,40.20,0
86,12,6,reject,20.40,0
86,12,8,reject,20.40,0
86,12,10,accept,20.40,1
86,12,12,accept,20.40,1
86,12,14,accept,20.40,1
86,12,16,accept,20.40,1
86,12,18,accept,20.40,1
86,12,20,accept,20.40,1
86,16,6,reject,20.40,0
86,16,8,reject,20.40,0
86,16,10,reject,20.40,0
86,16,12,reject,20.40,0
86,16,14,reject,20.40,0
86,16,16,accept,20.40,1
86,16,18,accept,20.40,1
86,16,20,accept,20.40,1
86,20,6,reject,20.40,0
86,20,8,reject,20.40,0
86,20,10,reject,20.40,0
86,20,12,reject,20.40,0
86,20,14,reject,20.40,0
86,20,16,reject,20.40,0
86,20,18,accept,20.40,1
86,20,20,accept,20.40,1
86,24,6,reject,20.40,0
86,24,8,reject,20.40,0
86,24,10,reject,20.40,0
86,24,12,reject,20.40,0
86,24,14,reject,20.40,0
86,24,16,reject,20.40,0
86,24,18,reject,20.40,0
86,24,20,reject,20.40,0
86,28,6,reject,20.40,0
86,28,8,reject,20.40,0
86,28,10,reject,20.40,0
86,28,12,reject,20.40,0
86,28,14,reject,20.40,0
86,28,16,reject,20.40,0
86,28,18,reject,20.40,0
86,28,20,reject,20.40,0
86,32,6,reject,20.40,0
86,32,8,reject,20.40,0
86,32,10,reject,20.40,0
86,32,12,reject,20.40,0
86,32,14,reject,20.40,0
86,32,16,reject,20.40,0
86,32,18,reject,20.40,0
86,32,20,reject,20.40,0
86,36,6,reject,20.40,0
86,36,8,reject,20.40,0
86,36,10,reject,20.40,0
86,36,12,reject,20.40,0
86,36,14,reject,20.40,0
86,36,16,reject,20.40,0
86,36,18,reject,20.40,0
86,36,20,reject,20.40,0
86,40,6,reject,20.40,0
86,40,8,reject,20.40,0
86,40,10,reject,20.40,0
86,40,12,reject,20.40,0
86,40,14,reject,20.40,0
86,40,16,reject,20.40,0
86,40,18,reject,20.40,0
86,40,20,reject,20.40,0
82,12,6,reject,20.40,0
82,12,8,reject,20.40,0
82,12,10,reject,20.40,0
82,12,12,reject,20.40,0
82,12,14,reject,20.40,0
82,12,16,reject,20.40,0
82,12,18,reject,20.40,0
82,12,20,accept,20.40,1
82,16,6,reject,20.40,0
82,16,8,reject,20.40,0
82,16,10,reject,20.40,0
82,16,12,reject,20.40,0
82,16,14,reject,20.40,0
82,16,16,reject,20.40,0
82,16,18,accept,20.40,1
82,16,20,reject,20.40,0
82,20,6,reject,20.40,0
82,20,8,reject,20.40,0
82,20,10,reject,20.40,0
82,20,12,reject,20.40,0
82,20,14,reject,20.40,0
82,20,16,reject,20.40,0
82,20,18,reject,20.40,0
82,20,20,reject,20.40,0
82,24,6,reject,20.40,0
82,24,8,reject,20.40,0
82,24,10,reject,20.40,0
82,24,12,reject,20.40,0
82,24,14,reject,20.40,0
82,24,16,reject,20.40,0
82,24,18,reject,20.40,0
82,24,20,reject,20.40,0
82,28,6,reject,20.40,0
82,28,8,reject,20.40,0
82,28,10,reject,20.40,0
